FirstName,LastName,Start,Finish,TimeStart,TimeFinish
Ada,Campo-Corrente,Albert's Fine Clothing,Spetson Park,2014-01-16 21:04:01,2014-01-16 21:05:45
Ada,Campo-Corrente,Spetson Park,Coffee Snack,2014-01-17 07:03:01,2014-01-17 07:04:44
Ada,Campo-Corrente,Coffee Snack,Gastech,2014-01-17 07:31:01,2014-01-17 07:44:19
Ada,Campo-Corrente,Gastech,Roberts and Sons,2014-01-17 12:12:01,2014-01-17 12:20:17
Ada,Campo-Corrente,Roberts and Sons,Gastech,2014-01-17 13:17:01,2014-01-17 13:25:17
Ada,Campo-Corrente,Gastech,Spetson Park,2014-01-17 18:11:01,2014-01-17 18:18:59
Ada,Campo-Corrente,Spetson Park,Albert's Fine Clothing,2014-01-17 19:43:01,2014-01-17 19:44:45
Ada,Campo-Corrente,Albert's Fine Clothing,Spetson Park,2014-01-17 20:34:01,2014-01-17 20:35:44
Ada,Campo-Corrente,Spetson Park,Spetson Park,2014-01-17 20:44:01,2014-01-17 20:44:01
Ada,Campo-Corrente,Spetson Park,Roberts and Sons,2014-01-18 12:23:01,2014-01-18 12:27:33
Ada,Campo-Corrente,Roberts and Sons,Kronos Mart,2014-01-18 13:29:01,2014-01-18 13:29:31
Ada,Campo-Corrente,Kronos Mart,Spetson Park,2014-01-18 15:52:01,2014-01-18 15:56:59
Ada,Campo-Corrente,Spetson Park,Albert's Fine Clothing,2014-01-18 18:20:01,2014-01-18 18:21:45
Ada,Campo-Corrente,Albert's Fine Clothing,Spetson Park,2014-01-18 19:47:01,2014-01-18 19:48:45
Ada,Campo-Corrente,Spetson Park,Desafio Golf Course,2014-01-19 12:35:01,2014-01-19 12:39:39
Ada,Campo-Corrente,Desafio Golf Course,Spetson Park,2014-01-19 16:02:01,2014-01-19 16:06:38
Ada,Campo-Corrente,Spetson Park,Spetson Park,2014-01-19 16:38:01,2014-01-19 16:38:01
Ada,Campo-Corrente,Spetson Park,Albert's Fine Clothing,2014-01-19 18:20:01,2014-01-19 18:21:45
Ada,Campo-Corrente,Albert's Fine Clothing,Spetson Park,2014-01-19 19:46:01,2014-01-19 19:47:43
Axel,Calzas,White Building,Bean There Done That,2014-01-06 07:02:01,2014-01-06 07:05:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-06 07:50:01,2014-01-06 08:10:11
Axel,Calzas,Gastech,Roberts and Sons,2014-01-06 12:12:01,2014-01-06 12:20:26
Axel,Calzas,Roberts and Sons,Gastech,2014-01-06 13:55:01,2014-01-06 14:03:26
Axel,Calzas,Gastech,White Building,2014-01-06 17:15:01,2014-01-06 17:25:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-06 18:31:01,2014-01-06 18:32:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-06 20:29:01,2014-01-06 20:30:44
Axel,Calzas,White Building,Bean There Done That,2014-01-07 07:36:01,2014-01-07 07:39:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-07 07:59:01,2014-01-07 08:19:11
Axel,Calzas,Gastech,Ouzeri Elian,2014-01-07 12:04:01,2014-01-07 12:06:05
Axel,Calzas,Ouzeri Elian,Gastech,2014-01-07 13:59:01,2014-01-07 14:01:05
Axel,Calzas,Gastech,White Building,2014-01-07 17:25:01,2014-01-07 17:35:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-07 19:13:01,2014-01-07 19:14:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-07 20:35:01,2014-01-07 20:36:42
Axel,Calzas,White Building,White Building,2014-01-07 20:41:34,2014-01-07 20:41:34
Axel,Calzas,White Building,Bean There Done That,2014-01-08 07:35:01,2014-01-08 07:38:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-08 07:49:01,2014-01-08 08:09:11
Axel,Calzas,Gastech,Albert's Fine Clothing,2014-01-08 12:26:01,2014-01-08 12:35:27
Axel,Calzas,Albert's Fine Clothing,Gastech,2014-01-08 13:33:01,2014-01-08 13:42:27
Axel,Calzas,Gastech,White Building,2014-01-08 17:11:01,2014-01-08 17:21:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-08 18:22:01,2014-01-08 18:23:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-08 20:16:01,2014-01-08 20:17:44
Axel,Calzas,White Building,Bean There Done That,2014-01-09 07:22:01,2014-01-09 07:25:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-09 08:08:01,2014-01-09 08:28:11
Axel,Calzas,Gastech,Albert's Fine Clothing,2014-01-09 12:10:01,2014-01-09 12:19:27
Axel,Calzas,Albert's Fine Clothing,Gastech,2014-01-09 13:40:01,2014-01-09 13:49:27
Axel,Calzas,Gastech,White Building,2014-01-09 17:26:01,2014-01-09 17:36:27
Axel,Calzas,White Building,Brew've Been Served,2014-01-09 19:06:01,2014-01-09 19:19:01
Axel,Calzas,Brew've Been Served,White Building,2014-01-09 20:28:01,2014-01-09 20:41:01
Axel,Calzas,White Building,Bean There Done That,2014-01-10 07:06:01,2014-01-10 07:09:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-10 07:51:01,2014-01-10 08:11:11
Axel,Calzas,Gastech,Brew've Been Served,2014-01-10 12:17:01,2014-01-10 12:20:42
Axel,Calzas,Brew've Been Served,Gastech,2014-01-10 13:59:01,2014-01-10 14:02:42
Axel,Calzas,Gastech,White Building,2014-01-10 17:32:01,2014-01-10 17:42:27
Axel,Calzas,White Building,White Building,2014-01-10 18:45:01,2014-01-10 18:45:31
Axel,Calzas,White Building,White Building,2014-01-10 23:23:01,2014-01-10 23:23:31
Axel,Calzas,White Building,Katerina's Café,2014-01-11 12:47:01,2014-01-11 12:59:37
Axel,Calzas,Katerina's Café,White Building,2014-01-11 13:52:01,2014-01-11 14:04:37
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-12 18:33:01,2014-01-12 18:34:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-12 19:23:01,2014-01-12 19:26:01
Axel,Calzas,White Building,Bean There Done That,2014-01-13 07:42:01,2014-01-13 07:45:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-13 08:07:01,2014-01-13 08:27:11
Axel,Calzas,Gastech,Roberts and Sons,2014-01-13 12:18:01,2014-01-13 12:26:17
Axel,Calzas,Roberts and Sons,Gastech,2014-01-13 13:35:01,2014-01-13 13:43:17
Axel,Calzas,Gastech,White Building,2014-01-13 17:31:01,2014-01-13 17:41:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-13 18:39:01,2014-01-13 18:41:09
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-13 20:49:01,2014-01-13 20:52:01
Axel,Calzas,White Building,Bean There Done That,2014-01-14 07:18:01,2014-01-14 07:21:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-14 07:49:01,2014-01-14 08:09:11
Axel,Calzas,Gastech,Roberts and Sons,2014-01-14 12:15:01,2014-01-14 12:23:26
Axel,Calzas,Roberts and Sons,Gastech,2014-01-14 13:52:01,2014-01-14 14:00:26
Axel,Calzas,Gastech,White Building,2014-01-14 17:15:01,2014-01-14 17:25:27
Axel,Calzas,White Building,Bean There Done That,2014-01-15 07:51:01,2014-01-15 07:54:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-15 08:12:01,2014-01-15 08:32:11
Axel,Calzas,Gastech,Ouzeri Elian,2014-01-15 11:57:01,2014-01-15 11:59:05
Axel,Calzas,Ouzeri Elian,Gastech,2014-01-15 13:37:01,2014-01-15 13:39:05
Axel,Calzas,Gastech,White Building,2014-01-15 17:07:01,2014-01-15 17:17:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-15 18:09:01,2014-01-15 18:10:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-15 20:32:01,2014-01-15 20:33:44
Axel,Calzas,White Building,Bean There Done That,2014-01-16 07:40:01,2014-01-16 07:43:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-16 08:11:01,2014-01-16 08:31:11
Axel,Calzas,Gastech,Albert's Fine Clothing,2014-01-16 11:58:01,2014-01-16 12:07:27
Axel,Calzas,Albert's Fine Clothing,Gastech,2014-01-16 13:51:01,2014-01-16 14:00:27
Axel,Calzas,Gastech,White Building,2014-01-16 17:19:01,2014-01-16 17:29:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-16 18:31:01,2014-01-16 18:32:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-16 20:23:01,2014-01-16 20:24:44
Axel,Calzas,White Building,Bean There Done That,2014-01-17 07:40:01,2014-01-17 07:43:32
Axel,Calzas,Bean There Done That,Gastech,2014-01-17 07:58:01,2014-01-17 08:18:11
Axel,Calzas,Gastech,Katerina's Café,2014-01-17 11:58:01,2014-01-17 12:01:23
Axel,Calzas,Katerina's Café,Gastech,2014-01-17 13:53:01,2014-01-17 13:56:23
Axel,Calzas,Gastech,White Building,2014-01-17 17:22:01,2014-01-17 17:32:27
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-17 18:23:01,2014-01-17 18:25:09
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-17 19:46:01,2014-01-17 19:48:09
Axel,Calzas,White Building,Roberts and Sons,2014-01-18 12:44:01,2014-01-18 12:48:37
Axel,Calzas,Roberts and Sons,White Building,2014-01-18 14:01:01,2014-01-18 14:05:37
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-18 18:34:01,2014-01-18 18:35:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-18 19:23:01,2014-01-18 19:24:44
Axel,Calzas,White Building,Albert's Fine Clothing,2014-01-19 18:20:01,2014-01-19 18:21:44
Axel,Calzas,Albert's Fine Clothing,White Building,2014-01-19 19:46:01,2014-01-19 19:47:42
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-06 07:05:01,2014-01-06 07:11:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-06 07:44:01,2014-01-06 07:51:09
Hideki,Cocinaro,Gastech,Roberts and Sons,2014-01-06 12:28:01,2014-01-06 12:36:17
Hideki,Cocinaro,Roberts and Sons,Gastech,2014-01-06 14:12:01,2014-01-06 14:23:01
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-06 17:12:01,2014-01-06 17:18:41
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-06 18:52:01,2014-01-06 18:55:19
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-06 20:37:01,2014-01-06 20:41:01
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-07 07:08:01,2014-01-07 07:14:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-07 07:52:01,2014-01-07 07:59:09
Hideki,Cocinaro,Gastech,Roberts and Sons,2014-01-07 12:07:01,2014-01-07 12:15:26
Hideki,Cocinaro,Roberts and Sons,Gastech,2014-01-07 13:48:01,2014-01-07 13:56:26
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-07 17:15:01,2014-01-07 17:21:41
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-08 07:10:01,2014-01-08 07:16:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-08 07:47:01,2014-01-08 07:54:09
Hideki,Cocinaro,Gastech,Katerina's Café,2014-01-08 12:14:01,2014-01-08 12:17:23
Hideki,Cocinaro,Katerina's Café,Gastech,2014-01-08 14:08:01,2014-01-08 14:11:23
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-08 17:28:01,2014-01-08 17:34:41
Hideki,Cocinaro,Sannan Park,General Grocer,2014-01-08 19:22:01,2014-01-08 19:33:01
Hideki,Cocinaro,General Grocer,Sannan Park,2014-01-08 21:04:01,2014-01-08 21:15:01
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-09 07:04:01,2014-01-09 07:10:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-09 07:51:01,2014-01-09 07:58:09
Hideki,Cocinaro,Gastech,Ouzeri Elian,2014-01-09 12:32:01,2014-01-09 12:34:05
Hideki,Cocinaro,Ouzeri Elian,Gastech,2014-01-09 14:10:01,2014-01-09 14:12:05
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-09 17:14:01,2014-01-09 17:20:41
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-10 07:29:01,2014-01-10 07:35:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-10 07:52:01,2014-01-10 07:59:09
Hideki,Cocinaro,Gastech,Katerina's Café,2014-01-10 12:22:01,2014-01-10 12:25:23
Hideki,Cocinaro,Katerina's Café,Gastech,2014-01-10 14:13:01,2014-01-10 14:16:23
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-10 17:14:01,2014-01-10 17:20:41
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-10 18:57:01,2014-01-10 19:00:19
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-10 20:28:01,2014-01-10 20:31:19
Hideki,Cocinaro,Sannan Park,Roberts and Sons,2014-01-11 13:01:01,2014-01-11 13:11:04
Hideki,Cocinaro,Roberts and Sons,Roberts and Sons,2014-01-11 13:24:01,2014-01-11 13:24:01
Hideki,Cocinaro,Roberts and Sons,Sannan Park,2014-01-11 14:18:01,2014-01-11 14:28:05
Hideki,Cocinaro,Sannan Park,Roberts and Sons,2014-01-11 18:25:01,2014-01-11 18:35:05
Hideki,Cocinaro,Roberts and Sons,Sannan Park,2014-01-11 20:34:01,2014-01-11 20:44:03
Hideki,Cocinaro,Sannan Park,Sannan Park,2014-01-11 20:54:01,2014-01-11 20:54:01
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-12 18:27:01,2014-01-12 18:31:01
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-12 19:29:01,2014-01-12 19:32:19
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-13 07:39:01,2014-01-13 07:45:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-13 07:57:01,2014-01-13 08:04:09
Hideki,Cocinaro,Gastech,Brew've Been Served,2014-01-13 12:11:01,2014-01-13 12:14:42
Hideki,Cocinaro,Brew've Been Served,Gastech,2014-01-13 13:59:01,2014-01-13 14:02:41
Hideki,Cocinaro,Gastech,Gastech,2014-01-13 14:09:01,2014-01-13 14:09:01
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-13 17:27:01,2014-01-13 17:33:41
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-13 18:49:01,2014-01-13 18:52:19
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-13 21:09:01,2014-01-13 21:12:18
Hideki,Cocinaro,Sannan Park,Sannan Park,2014-01-13 21:19:01,2014-01-13 21:19:01
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-14 07:15:01,2014-01-14 07:21:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-14 07:50:01,2014-01-14 07:57:09
Hideki,Cocinaro,Gastech,Ouzeri Elian,2014-01-14 12:05:01,2014-01-14 12:07:05
Hideki,Cocinaro,Ouzeri Elian,Gastech,2014-01-14 14:01:01,2014-01-14 14:03:05
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-14 17:24:01,2014-01-14 17:30:41
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-14 19:26:01,2014-01-14 19:29:19
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-14 20:02:01,2014-01-14 20:05:19
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-15 07:11:01,2014-01-15 07:17:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-15 07:49:01,2014-01-15 07:56:09
Hideki,Cocinaro,Gastech,Ouzeri Elian,2014-01-15 12:20:01,2014-01-15 12:22:05
Hideki,Cocinaro,Ouzeri Elian,Gastech,2014-01-15 13:47:01,2014-01-15 13:49:05
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-15 17:33:01,2014-01-15 17:39:41
Hideki,Cocinaro,Sannan Park,Kronos Mart,2014-01-15 18:47:01,2014-01-15 18:57:35
Hideki,Cocinaro,Kronos Mart,Sannan Park,2014-01-15 19:33:01,2014-01-15 19:43:35
Hideki,Cocinaro,Sannan Park,Hallowed Grounds,2014-01-16 07:26:01,2014-01-16 07:32:16
Hideki,Cocinaro,Hallowed Grounds,Gastech,2014-01-16 07:46:01,2014-01-16 07:53:09
Hideki,Cocinaro,Gastech,Roberts and Sons,2014-01-16 12:17:01,2014-01-16 12:25:17
Hideki,Cocinaro,Roberts and Sons,Gastech,2014-01-16 13:52:01,2014-01-16 14:00:17
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-16 17:39:01,2014-01-16 17:45:41
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-16 19:28:01,2014-01-16 19:31:19
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-16 20:41:01,2014-01-16 20:44:19
Hideki,Cocinaro,Sannan Park,Gastech,2014-01-17 07:38:01,2014-01-17 07:49:40
Hideki,Cocinaro,Gastech,Roberts and Sons,2014-01-17 12:27:01,2014-01-17 12:35:26
Hideki,Cocinaro,Roberts and Sons,Gastech,2014-01-17 14:07:01,2014-01-17 14:15:26
Hideki,Cocinaro,Gastech,Sannan Park,2014-01-17 17:36:01,2014-01-17 17:42:41
Hideki,Cocinaro,Sannan Park,General Grocer,2014-01-17 18:53:01,2014-01-17 19:03:01
Hideki,Cocinaro,General Grocer,Sannan Park,2014-01-17 20:51:01,2014-01-17 21:01:01
Hideki,Cocinaro,Sannan Park,Brew've Been Served,2014-01-19 18:22:01,2014-01-19 18:25:19
Hideki,Cocinaro,Brew've Been Served,Sannan Park,2014-01-19 20:18:01,2014-01-19 20:21:16
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-06 07:27:01,2014-01-06 07:29:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-06 08:03:01,2014-01-06 08:08:12
Inga,Ferro,Gastech,General Grocer,2014-01-06 12:09:01,2014-01-06 12:15:16
Inga,Ferro,General Grocer,Gastech,2014-01-06 14:11:01,2014-01-06 14:17:16
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-06 17:40:01,2014-01-06 17:44:46
Inga,Ferro,Frydos Autosupply n' More,Brew've Been Served,2014-01-06 19:19:01,2014-01-06 19:21:47
Inga,Ferro,Brew've Been Served,Frydos Autosupply n' More,2014-01-06 20:29:01,2014-01-06 20:30:05
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-07 07:37:01,2014-01-07 07:39:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-07 08:11:01,2014-01-07 08:16:12
Inga,Ferro,Gastech,Guy's Gyros,2014-01-07 11:43:01,2014-01-07 11:48:57
Inga,Ferro,Sannan Park,Sannan Park,2014-01-07 11:54:01,2014-01-07 11:54:01
Inga,Ferro,Sannan Park,Roberts and Sons,2014-01-07 12:18:01,2014-01-07 12:27:57
Inga,Ferro,Roberts and Sons,Gastech,2014-01-07 13:59:01,2014-01-07 14:07:17
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-07 17:29:01,2014-01-07 17:33:46
Inga,Ferro,Frydos Autosupply n' More,Brew've Been Served,2014-01-07 18:36:01,2014-01-07 18:37:05
Inga,Ferro,Brew've Been Served,Frydos Autosupply n' More,2014-01-07 19:50:01,2014-01-07 19:52:01
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-08 07:17:01,2014-01-08 07:19:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-08 08:05:01,2014-01-08 08:10:12
Inga,Ferro,Gastech,General Grocer,2014-01-08 12:04:01,2014-01-08 12:10:16
Inga,Ferro,General Grocer,Gastech,2014-01-08 13:53:01,2014-01-08 13:59:16
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-08 17:27:01,2014-01-08 17:31:46
Inga,Ferro,Frydos Autosupply n' More,Brew've Been Served,2014-01-08 19:06:01,2014-01-08 19:07:05
Inga,Ferro,Brew've Been Served,Frydos Autosupply n' More,2014-01-08 21:03:01,2014-01-08 21:04:05
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-09 07:46:01,2014-01-09 07:48:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-09 08:02:01,2014-01-09 08:07:12
Inga,Ferro,Gastech,Frank's Fuel,2014-01-09 11:30:01,2014-01-09 11:43:24
Inga,Ferro,Frank's Fuel,Roberts and Sons,2014-01-09 12:25:01,2014-01-09 12:27:46
Inga,Ferro,Roberts and Sons,Gastech,2014-01-09 14:18:01,2014-01-09 14:26:17
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-09 17:20:01,2014-01-09 17:24:46
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-10 07:31:01,2014-01-10 07:33:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-10 08:13:01,2014-01-10 08:18:12
Inga,Ferro,Gastech,Guy's Gyros,2014-01-10 11:21:01,2014-01-10 11:26:58
Inga,Ferro,Guy's Gyros,Roberts and Sons,2014-01-10 12:16:01,2014-01-10 12:25:57
Inga,Ferro,Roberts and Sons,Gastech,2014-01-10 14:09:01,2014-01-10 14:17:17
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-10 17:28:01,2014-01-10 17:32:46
Inga,Ferro,Frydos Autosupply n' More,Ouzeri Elian,2014-01-10 18:48:01,2014-01-10 18:56:13
Inga,Ferro,Ouzeri Elian,Frydos Autosupply n' More,2014-01-10 20:23:01,2014-01-10 20:31:13
Inga,Ferro,Frydos Autosupply n' More,Roberts and Sons,2014-01-11 18:28:01,2014-01-11 18:38:45
Inga,Ferro,Roberts and Sons,Frydos Autosupply n' More,2014-01-11 19:19:01,2014-01-11 19:29:45
Inga,Ferro,Frydos Autosupply n' More,Ouzeri Elian,2014-01-12 12:39:01,2014-01-12 12:46:45
Inga,Ferro,Ouzeri Elian,Ouzeri Elian,2014-01-12 13:31:01,2014-01-12 13:31:52
Inga,Ferro,Ouzeri Elian,Frydos Autosupply n' More,2014-01-12 15:36:01,2014-01-12 15:44:09
Inga,Ferro,Frydos Autosupply n' More,Frydos Autosupply n' More,2014-01-12 15:53:01,2014-01-12 15:53:01
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-13 08:10:01,2014-01-13 08:12:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-13 08:24:01,2014-01-13 08:29:12
Inga,Ferro,Gastech,Coffee Cameleon,2014-01-13 11:51:01,2014-01-13 11:55:36
Inga,Ferro,Coffee Cameleon,Roberts and Sons,2014-01-13 12:33:01,2014-01-13 12:42:02
Inga,Ferro,Roberts and Sons,Gastech,2014-01-13 13:53:01,2014-01-13 14:01:17
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-13 17:48:01,2014-01-13 17:52:46
Inga,Ferro,Frydos Autosupply n' More,Brew've Been Served,2014-01-13 19:12:01,2014-01-13 19:14:01
Inga,Ferro,Brew've Been Served,Frydos Autosupply n' More,2014-01-13 20:22:01,2014-01-13 20:23:05
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-14 07:33:01,2014-01-14 07:35:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-14 08:05:01,2014-01-14 08:10:12
Inga,Ferro,Gastech,Katerina's Café,2014-01-14 12:25:01,2014-01-14 12:28:23
Inga,Ferro,Katerina's Café,Gastech,2014-01-14 14:03:01,2014-01-14 14:06:23
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-14 17:27:01,2014-01-14 17:31:46
Inga,Ferro,Frydos Autosupply n' More,Brew've Been Served,2014-01-14 19:15:01,2014-01-14 19:16:05
Inga,Ferro,Brew've Been Served,Frydos Autosupply n' More,2014-01-14 20:36:01,2014-01-14 20:37:02
Inga,Ferro,Frydos Autosupply n' More,Frydos Autosupply n' More,2014-01-14 20:41:01,2014-01-14 20:41:01
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-15 07:12:01,2014-01-15 07:14:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-15 07:59:01,2014-01-15 08:04:12
Inga,Ferro,Gastech,Coffee Cameleon,2014-01-15 11:49:01,2014-01-15 11:53:36
Inga,Ferro,Coffee Cameleon,General Grocer,2014-01-15 12:12:01,2014-01-15 12:19:21
Inga,Ferro,General Grocer,Gastech,2014-01-15 14:07:01,2014-01-15 14:13:16
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-15 17:39:01,2014-01-15 17:43:46
Inga,Ferro,Frydos Autosupply n' More,General Grocer,2014-01-15 19:03:01,2014-01-15 19:12:51
Inga,Ferro,General Grocer,Frydos Autosupply n' More,2014-01-15 19:57:01,2014-01-15 20:06:51
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-16 08:01:01,2014-01-16 08:03:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-16 08:20:01,2014-01-16 08:25:12
Inga,Ferro,Gastech,Katerina's Café,2014-01-16 11:30:01,2014-01-16 11:33:18
Inga,Ferro,Katerina's Café,Brew've Been Served,2014-01-16 12:26:01,2014-01-16 12:27:15
Inga,Ferro,Brew've Been Served,Gastech,2014-01-16 13:49:01,2014-01-16 13:52:42
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-16 17:28:01,2014-01-16 17:32:46
Inga,Ferro,Frydos Autosupply n' More,Albert's Fine Clothing,2014-01-16 18:35:01,2014-01-16 18:45:26
Inga,Ferro,Albert's Fine Clothing,Frydos Autosupply n' More,2014-01-16 20:26:01,2014-01-16 20:36:25
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-17 07:38:01,2014-01-17 07:40:36
Inga,Ferro,Katerina's Café,Gastech,2014-01-17 08:24:01,2014-01-17 08:29:12
Inga,Ferro,Gastech,Bean There Done That,2014-01-17 11:07:01,2014-01-17 11:19:32
Inga,Ferro,Bean There Done That,General Grocer,2014-01-17 12:04:01,2014-01-17 12:10:34
Inga,Ferro,General Grocer,Gastech,2014-01-17 13:59:01,2014-01-17 14:05:16
Inga,Ferro,Gastech,Frydos Autosupply n' More,2014-01-17 17:29:01,2014-01-17 17:33:46
Inga,Ferro,Frydos Autosupply n' More,Brew've Been Served,2014-01-17 18:37:01,2014-01-17 18:38:05
Inga,Ferro,Brew've Been Served,Frydos Autosupply n' More,2014-01-17 20:22:01,2014-01-17 20:23:05
Inga,Ferro,Frydos Autosupply n' More,Bean There Done That,2014-01-18 11:13:01,2014-01-18 11:26:26
Inga,Ferro,Bean There Done That,Bean There Done That,2014-01-18 12:14:01,2014-01-18 12:14:01
Inga,Ferro,Bean There Done That,Katerina's Café,2014-01-18 12:59:01,2014-01-18 13:13:42
Inga,Ferro,Katerina's Café,Frydos Autosupply n' More,2014-01-18 14:08:01,2014-01-18 14:09:45
Inga,Ferro,Frydos Autosupply n' More,Katerina's Café,2014-01-18 18:35:01,2014-01-18 18:36:45
Inga,Ferro,Katerina's Café,Frydos Autosupply n' More,2014-01-18 20:20:01,2014-01-18 20:21:43
Lidelse,Dedos,Guy's Gyros,Hallowed Grounds,2014-01-06 07:26:01,2014-01-06 07:29:46
Lidelse,Dedos,Hallowed Grounds,Gastech,2014-01-06 08:06:01,2014-01-06 08:13:09
Lidelse,Dedos,Gastech,Katerina's Café,2014-01-06 12:24:01,2014-01-06 12:27:23
Lidelse,Dedos,Katerina's Café,Gastech,2014-01-06 13:58:01,2014-01-06 14:01:23
Lidelse,Dedos,Gastech,Guy's Gyros,2014-01-06 17:32:01,2014-01-06 17:37:39
Lidelse,Dedos,Guy's Gyros,Katerina's Café,2014-01-06 19:01:01,2014-01-06 19:04:05
